id,x,y,mass,velocity_x,velocity_y
0,8.32981e+10,3.92853e+11,5.974e+24,-17683.8,4212.14
1,-3.88659e+11,-1.39843e+11,5.974e+24,5664.17,-17005.7
2,-1.38755e+10,4.58966e+10,5.974e+24,-55067.7,31838.8
3,2.08112e+11,1.70921e+11,5.974e+24,-13301.4,17782.3
4,-2.39546e+11,2.84731e+11,5.974e+24,-14785.5,-11750.2
5,-5.03778e+10,-2.95319e+10,5.974e+24,1551.79,-50852.5
6,-4.50696e+11,3.81465e+10,5.974e+24,-1799.81,-17033.4
7,-3.63278e+10,-3.11517e+10,5.974e+24,-7424.69,-63496.3
8,-1.16774e+10,2.70633e+11,5.974e+24,-22141.5,40.9269
9,5.33363e+10,-1.74013e+11,5.974e+24,26417.7,5785.64
10,1.6785e+11,1.55392e+11,5.974e+24,-15322.3,18607
11,-4.36831e+11,-2.31254e+11,5.974e+24,7400.63,-14618
12,-1.46083e+11,-4.02876e+11,5.974e+24,16403.3,-6370.58
13,2.98455e+10,-3.64311e+10,5.974e+24,66630.5,-16598.7
14,-2.08023e+11,-4.21044e+11,5.974e+24,14920.7,-7741.02
15,-2.60751e+11,-3.61437e+11,5.974e+24,13775.6,-10391.1
16,4.99778e+09,-1.16587e+11,5.974e+24,33701.5,-3988.36
17,-1.16128e+11,-4.35847e+11,5.974e+24,16477.8,-4761.61
18,5.4065e+10,4.04092e+11,5.974e+24,-17818.9,2827.02
19,-2.64938e+11,1.39678e+11,5.974e+24,-10531.8,-18231
20,-4.44944e+11,-1.25867e+11,5.974e+24,4281.72,-16389.9
21,9.48981e+09,-4.66448e+10,5.974e+24,51778.2,-39158.9
22,5.55936e+10,-6.37661e+10,5.974e+24,36264.8,17601.7
23,4.33538e+10,4.2608e+10,5.974e+24,-15228.7,46986.6
24,-2.38065e+11,-3.46652e+11,5.974e+24,14405.8,-10393.9
25,-3.27749e+11,2.02031e+11,5.974e+24,-10157.9,-15540.7
26,-6.52581e+10,4.87308e+11,5.974e+24,-16319.9,-1882.62
27,3.24917e+09,-4.80542e+11,5.974e+24,16615.6,-203.648
28,1.3142e+11,-2.01727e+11,5.974e+24,20342.5,11748.1
29,2.62357e+11,-2.69543e+10,5.974e+24,3335.58,22191.1
30,-2.59969e+11,1.85609e+11,5.974e+24,-12420.5,-16165.1
31,-7.73673e+10,3.26063e+10,5.974e+24,-25052.3,-31799.7
32,5.13553e+10,-5.01766e+10,5.974e+24,39897.8,19303.1
33,3.71142e+10,3.69724e+10,5.974e+24,-8682.25,55256.7
34,2.00277e+11,-1.17613e+11,5.974e+24,13261.1,19906.4
35,-1.52764e+11,-1.78561e+11,5.974e+24,17181.7,-16440.9
36,-1.11473e+11,1.04915e+11,5.974e+24,-22399.5,-19230.6
37,-1.10398e+11,7.67668e+08,5.974e+24,-6318.45,-34356.7
38,-2.29191e+11,1.4334e+11,5.974e+24,-12588.3,-18243
39,-3.13448e+10,4.48767e+10,5.974e+24,-53595.8,-2172.08
40,-2.16506e+11,2.60911e+11,5.974e+24,-15624.4,-12140
41,1.36271e+11,-2.88899e+11,5.974e+24,18731.6,8044.41
42,-1.65864e+11,-2.38239e+11,5.974e+24,17042.2,-12921
43,-2.11111e+11,-1.35345e+11,5.974e+24,11427.9,-19977.8
44,2.83985e+11,5.10539e+10,5.974e+24,-2929.12,21250.6
45,2.20789e+11,-4.12929e+09,5.974e+24,1956.65,24455.3
46,7.08678e+10,1.90667e+11,5.974e+24,-23293.8,10543.5
47,-9.29607e+09,-4.71553e+10,5.974e+24,21459.8,-74719.1
48,-2.92444e+11,2.49253e+10,5.974e+24,-2649.4,-21103.3
49,1.90827e+11,7.76989e+10,5.974e+24,-7962.7,24123.8
50,3.44523e+11,3.4083e+10,5.974e+24,-1320.87,19535.7
51,1.12378e+11,-1.65269e+11,5.974e+24,22308.6,12954.9
52,1.63967e+11,-3.17929e+10,5.974e+24,7932.22,27108.1
53,-1.74097e+11,-8.24952e+10,5.974e+24,9439.47,-24524.9
54,1.97102e+11,-3.60975e+11,5.974e+24,15967.7,8227.29
55,-1.01309e+11,3.89892e+10,5.974e+24,-18328.3,-30102.6
56,-1.30402e+11,-6.59269e+08,5.974e+24,-4170.07,-31771
57,4.79453e+10,-6.83793e+10,5.974e+24,38267.5,13572
58,6.48433e+10,-1.95743e+11,5.974e+24,24591.3,6334.47
59,-3.15896e+11,-2.61116e+11,5.974e+24,11126.1,-14142.3
60,2.91203e+11,-9.08324e+10,5.974e+24,6956.65,19668
61,-1.14992e+10,8.37329e+10,5.974e+24,-39996.7,5192.03
62,3.88098e+11,-5.25179e+10,5.974e+24,2938.94,18171.9
63,1.5094e+11,1.8474e+11,5.974e+24,-17435.7,15903.4
64,-7.57307e+10,7.91917e+10,5.974e+24,-29217.6,-19398.3
65,1.15185e+11,-1.51716e+11,5.974e+24,22207.9,14328.3
66,2.31267e+11,-2.54841e+11,5.974e+24,14950.4,12735.1
67,-4.78541e+10,-4.09484e+11,5.974e+24,17765,-2508.4
68,1.58106e+11,-4.1642e+09,5.974e+24,3690.94,28801.3
69,1.7448e+11,3.67403e+11,5.974e+24,-16122.5,8144.96
70,2.36676e+11,1.88713e+11,5.974e+24,-12423.7,16859.5
71,2.98435e+11,-1.41502e+10,5.974e+24,1814.61,21001.9
72,1.70161e+11,-3.61535e+11,5.974e+24,16678,7344.54
73,-7.3402e+10,-3.02375e+11,5.974e+24,19881.3,-5602.21
74,6.10011e+10,1.59358e+11,5.974e+24,-25089.3,12296.9
75,-8.00257e+10,1.94076e+10,5.974e+24,-20149.9,-35621.1
76,2.80641e+11,-1.75492e+11,5.974e+24,11176.7,16616.8
77,-1.3955e+10,4.42398e+11,5.974e+24,-17313.9,-173.48
78,-1.86556e+11,8.43846e+10,5.974e+24,-12067.6,-22446.1
79,-2.05481e+11,3.28207e+11,5.974e+24,-15944.2,-9407.91
80,-8.73839e+10,-6.05611e+10,5.974e+24,14550.5,-32524.6
81,1.56893e+11,1.63262e+11,5.974e+24,-16450.1,17785.7
82,2.60467e+11,-3.3762e+11,5.974e+24,14208.9,10455
83,1.38601e+08,4.18837e+11,5.974e+24,-17795,421.945
84,1.39648e+11,1.73677e+11,5.974e+24,-18074.7,16422.1
85,-7.35676e+10,-1.1118e+11,5.974e+24,23909.6,-20786.3
86,3.17356e+11,3.17697e+10,5.974e+24,-1316.85,20359.3
87,1.72073e+11,-3.79555e+11,5.974e+24,16421.4,6983.8
88,-2.36694e+11,1.29929e+11,5.974e+24,-11539.1,-18939.1
89,-2.81192e+11,1.14463e+11,5.974e+24,-8612.2,-19055.8
90,2.2095e+11,-3.66972e+11,5.974e+24,15279.9,8735.72
91,-7.45251e+10,-3.67096e+11,5.974e+24,18336.1,-4253.27
92,-4.83428e+11,-3.13762e+09,5.974e+24,-204.722,-16565.9
93,-3.32646e+11,-3.19839e+11,5.974e+24,11503.5,-12458.6
94,-2.86318e+11,3.82472e+11,5.974e+24,-13530.3,-9729.22
95,-1.75908e+11,-4.24882e+11,5.974e+24,15559.6,-6815.48
