id,x,y,mass,velocity_x,velocity_y
0,3.02462e+10,4.05489e+11,5.974e+24,-17684.1,4211.84
1,-3.71666e+11,-1.9086e+11,5.974e+24,5664.21,-17005.7
2,-1.79079e+11,1.41413e+11,5.974e+24,-55067.9,31838.7
3,1.68207e+11,2.24268e+11,5.974e+24,-13301.9,17782.1
4,-2.83903e+11,2.4948e+11,5.974e+24,-14785.4,-11750.4
5,-4.57199e+10,-1.82092e+11,5.974e+24,1553.18,-50853.5
6,-4.56095e+11,-1.29534e+10,5.974e+24,-1799.85,-17033.3
7,-5.86008e+10,-2.2164e+11,5.974e+24,-7424.13,-63495.6
8,-7.81019e+10,2.70756e+11,5.974e+24,-22141.5,40.8591
9,1.3259e+11,-1.56656e+11,5.974e+24,26418.3,5785.3
10,1.21879e+11,2.11217e+11,5.974e+24,-15325.4,18609.1
11,-4.14629e+11,-2.75108e+11,5.974e+24,7400.73,-14617.9
12,-9.68731e+10,-4.21988e+11,5.974e+24,16403.4,-6370.54
13,2.2974e+11,-8.62301e+10,5.974e+24,66631.5,-16600.1
14,-1.63261e+11,-4.44268e+11,5.974e+24,14920.8,-7741.49
15,-2.19423e+11,-3.9261e+11,5.974e+24,13775.9,-10390.9
16,1.06102e+11,-1.2855e+11,5.974e+24,33701.2,-3987.75
17,-6.66951e+10,-4.50131e+11,5.974e+24,16477.7,-4761.39
18,6.08028e+08,4.12572e+11,5.974e+24,-17819.1,2826.63
19,-2.96533e+11,8.49856e+10,5.974e+24,-10531.6,-18230.9
20,-4.32099e+11,-1.75037e+11,5.974e+24,4281.87,-16389.9
21,1.64824e+11,-1.64122e+11,5.974e+24,51778,-39158.8
22,1.64379e+11,-1.09616e+10,5.974e+24,36261,17600.9
23,-2.39725e+09,1.83617e+11,5.974e+24,-15256.5,47011.7
24,-1.94848e+11,-3.77834e+11,5.974e+24,14405.7,-10393.9
25,-3.58223e+11,1.55409e+11,5.974e+24,-10157.7,-15541
26,-1.14217e+11,4.81645e+11,5.974e+24,-16319.7,-1891.15
27,5.30959e+10,-4.81152e+11,5.974e+24,16615.5,-203.227
28,1.92448e+11,-1.66481e+11,5.974e+24,20343.1,11749.4
29,2.72363e+11,3.96189e+10,5.974e+24,3335.48,22191.1
30,-2.97231e+11,1.37113e+11,5.974e+24,-12420.6,-16165.4
31,-1.52525e+11,-6.27929e+10,5.974e+24,-25052.5,-31799.7
32,1.71048e+11,7.72977e+09,5.974e+24,39897.6,19301.6
33,1.10889e+10,2.02735e+11,5.974e+24,-8673.52,55253.3
34,2.4006e+11,-5.78937e+10,5.974e+24,13260.7,19906.6
35,-1.01216e+11,-2.27884e+11,5.974e+24,17183.4,-16441.7
36,-1.78671e+11,4.72244e+10,5.974e+24,-22399,-19229.9
37,-1.29354e+11,-1.02302e+11,5.974e+24,-6319.39,-34356.8
38,-2.66956e+11,8.86112e+10,5.974e+24,-12588.2,-18243.2
39,-1.92131e+11,3.83623e+10,5.974e+24,-53594.3,-2170.27
40,-2.63379e+11,2.24491e+11,5.974e+24,-15624.3,-12139.8
41,1.92466e+11,-2.64765e+11,5.974e+24,18731.6,8044.64
42,-1.14737e+11,-2.77003e+11,5.974e+24,17042,-12921.9
43,-1.76828e+11,-1.95278e+11,5.974e+24,11428,-19977.7
44,2.75198e+11,1.14805e+11,5.974e+24,-2928.94,21249.9
45,2.26658e+11,6.92367e+10,5.974e+24,1956.32,24455.3
46,9.86302e+08,2.22295e+11,5.974e+24,-23292.8,10541.5
47,5.50825e+10,-2.71312e+11,5.974e+24,21459.4,-74718.7
48,-3.00392e+11,-3.83844e+10,5.974e+24,-2649.28,-21103.2
49,1.66961e+11,1.50026e+11,5.974e+24,-7729.55,23708.3
50,3.40557e+11,9.26901e+10,5.974e+24,-1322.94,19535.6
51,1.79305e+11,-1.26399e+11,5.974e+24,22309.1,12958
52,1.87764e+11,4.95323e+10,5.974e+24,7932.23,27108.6
53,-1.45778e+11,-1.5607e+11,5.974e+24,9439.63,-24524.8
54,2.45004e+11,-3.36293e+11,5.974e+24,15966.6,8227.12
55,-1.56294e+11,-5.13189e+10,5.974e+24,-18328.1,-30102.9
56,-1.42911e+11,-9.59746e+10,5.974e+24,-4169.13,-31772.5
57,1.62751e+11,-2.76592e+10,5.974e+24,38268.9,13574.1
58,1.38617e+11,-1.76739e+11,5.974e+24,24591.2,6335.42
59,-2.82517e+11,-3.03542e+11,5.974e+24,11126.3,-14142.2
60,3.12072e+11,-3.18276e+10,5.974e+24,6955.81,19668.5
61,-1.3149e+11,9.93087e+10,5.974e+24,-39996.9,5191.85
62,3.96912e+11,1.99743e+09,5.974e+24,2937.18,18171.3
63,9.86325e+10,2.32445e+11,5.974e+24,-17436,15899.9
64,-1.63386e+11,2.09962e+10,5.974e+24,-29219.9,-19398.9
65,1.81808e+11,-1.08734e+11,5.974e+24,22207.4,14326.3
66,2.76117e+11,-2.16635e+11,5.974e+24,14950,12735.4
67,5.44069e+09,-4.17009e+11,5.974e+24,17764.9,-2508.25
68,1.69178e+11,8.22395e+10,5.974e+24,3690.76,28801.3
69,1.26113e+11,3.91837e+11,5.974e+24,-16122.4,8144.52
70,1.99404e+11,2.3929e+11,5.974e+24,-12424.3,16859
71,3.03877e+11,4.88555e+10,5.974e+24,1813.89,21002
72,2.2019e+11,-3.39503e+11,5.974e+24,16675.4,7342.74
73,-1.37582e+10,-3.19181e+11,5.974e+24,19881.3,-5602.09
74,-1.42694e+10,1.9624e+11,5.974e+24,-25090.3,12291.8
75,-1.40476e+11,-8.74555e+10,5.974e+24,-20150.1,-35621.3
76,3.14171e+11,-1.2564e+11,5.974e+24,11176.2,16617.6
77,-6.58968e+10,4.41877e+11,5.974e+24,-17313.9,-173.632
78,-2.22759e+11,1.70465e+10,5.974e+24,-12067.4,-22446
79,-2.53314e+11,2.99983e+11,5.974e+24,-15944.2,-9408.01
80,-4.37313e+10,-1.58134e+11,5.974e+24,14551.1,-32524
