id,x,y,mass,velocity_x,velocity_y
0,3.90882e+10,4.03383e+11,5.974e+24,-17684.1,4211.9
1,-3.74498e+11,-1.82357e+11,5.974e+24,5664.21,-17005.7
2,-1.51545e+11,1.25493e+11,5.974e+24,-55067.8,31838.7
3,1.74858e+11,2.15377e+11,5.974e+24,-13301.8,17782.2
4,-2.7651e+11,2.55355e+11,5.974e+24,-14785.4,-11750.4
5,-4.64964e+10,-1.56665e+11,5.974e+24,1553.11,-50853.5
6,-4.55195e+11,-4.4368e+09,5.974e+24,-1799.87,-17033.3
7,-5.48888e+10,-1.89892e+11,5.974e+24,-7424.16,-63495.7
8,-6.70312e+10,2.70736e+11,5.974e+24,-22141.5,40.8746
9,1.19381e+11,-1.59549e+11,5.974e+24,26418.2,5785.4
10,1.29541e+11,2.01912e+11,5.974e+24,-15325,18608.8
11,-4.18329e+11,-2.67799e+11,5.974e+24,7400.71,-14617.9
12,-1.05075e+11,-4.18803e+11,5.974e+24,16403.3,-6370.55
13,1.96425e+11,-7.79301e+10,5.974e+24,66631.6,-16600.1
14,-1.70721e+11,-4.40397e+11,5.974e+24,14920.8,-7741.47
15,-2.26311e+11,-3.87415e+11,5.974e+24,13775.9,-10390.9
16,8.9251e+10,-1.26557e+11,5.974e+24,33701.1,-3987.73
17,-7.49339e+10,-4.4775e+11,5.974e+24,16477.7,-4761.44
18,9.51757e+09,4.11159e+11,5.974e+24,-17819.1,2826.7
19,-2.91267e+11,9.4101e+10,5.974e+24,-10531.7,-18230.9
20,-4.3424e+11,-1.66842e+11,5.974e+24,4281.85,-16389.9
21,1.38935e+11,-1.44542e+11,5.974e+24,51778,-39158.9
22,1.46248e+11,-1.97621e+10,5.974e+24,36260.9,17601.1
23,5.231e+09,1.60112e+11,5.974e+24,-15256.5,47011.3
24,-2.02051e+11,-3.72637e+11,5.974e+24,14405.7,-10393.9
25,-3.53144e+11,1.63179e+11,5.974e+24,-10157.7,-15540.9
26,-1.06058e+11,4.82591e+11,5.974e+24,-16319.7,-1890.57
27,4.47881e+10,-4.81051e+11,5.974e+24,16615.6,-203.298
28,1.82277e+11,-1.72355e+11,5.974e+24,20343,11749.1
