id,x,y,mass,velocity_x,velocity_y
0,2.78091e+11,3.14698e+11,5.974e+24,-13321.9,11761.5
1,2.93279e+11,2.89775e+11,5.974e+24,-12605.3,12762
2,2.76895e+11,2.6883e+11,5.974e+24,-12917,13305.5
3,3.09785e+11,2.9521e+11,5.974e+24,-12161.4,12738.9
4,3.58223e+11,2.78147e+11,5.974e+24,-10511.3,13509
5,3.43676e+11,2.7892e+11,5.974e+24,-10903.7,13442
6,1.6056e+11,4.60812e+11,5.974e+24,-15572.6,5420.89
7,2.25084e+11,3.87895e+11,5.974e+24,-14880.9,8623.77
8,2.69373e+10,4.57133e+11,5.974e+24,-16994.7,995.421
9,8.95371e+09,4.12066e+11,5.974e+24,-17941.6,386.495
10,1.07946e+11,3.56978e+11,5.974e+24,-18058.2,5453.48
11,6.2742e+10,3.18876e+11,5.974e+24,-19838.2,3891.28
12,2.52178e+10,3.39749e+11,5.974e+24,-19680.6,1449.5
13,3.27984e+10,3.19135e+11,5.974e+24,-20228,2070.2
14,4.74276e+10,3.06357e+11,5.974e+24,-20448.9,3169.73
15,2.74416e+10,2.88311e+11,5.974e+24,-21310.3,2030.97
16,3.72567e+09,2.65955e+11,5.974e+24,-22335.9,314.88
17,9.24382e+10,3.061e+11,5.974e+24,-19508.2,5888.71
18,1.17785e+11,2.79689e+11,5.974e+24,-19276.5,8115.8
19,2.25928e+11,3.59872e+11,5.974e+24,-14969,9384.74
20,2.2733e+11,3.43535e+11,5.974e+24,-14969.9,9908.85
21,1.75798e+11,3.7674e+11,5.974e+24,-16189.7,7548.83
22,2.21878e+11,3.05689e+11,5.974e+24,-15169.3,11008.1
23,1.80699e+11,2.23717e+11,5.974e+24,-16713,13497.8
24,2.09491e+11,2.3416e+11,5.974e+24,-15321.8,13699.7
25,1.5658e+11,1.92268e+11,5.974e+24,-17943.3,14611
26,1.35884e+11,1.47025e+11,5.974e+24,-18913.5,17478.8
27,1.24429e+11,1.45446e+11,5.974e+24,-20001.4,17133.7
28,1.78011e+11,1.55466e+11,5.974e+24,-15597,17843.1
