id,x,y,mass,velocity_x,velocity_y
0,2.6469e+11,3.62083e+11,5.974e+24,-13887.6,10144.9
1,2.6554e+11,3.31785e+11,5.974e+24,-13797.6,11034.7
2,2.66783e+11,3.13913e+11,5.974e+24,-13676.9,11624
3,2.61421e+11,2.72694e+11,5.974e+24,-13529.5,12968.4
4,3.12779e+11,2.80313e+11,5.974e+24,-11863.8,13230.8
5,3.41188e+11,2.58378e+11,5.974e+24,-10638.6,14031
6,2.02636e+11,4.43954e+11,5.974e+24,-15001,6843.68
7,7.34509e+10,4.52033e+11,5.974e+24,-16802.2,2726.12
8,2.53852e+10,4.90327e+11,5.974e+24,-16416.4,846.281
9,2.70303e+10,4.17336e+11,5.974e+24,-17773.4,1147.38
10,5.81102e+10,4.08082e+11,5.974e+24,-17764.3,2527.12
11,7.87957e+10,3.31511e+11,5.974e+24,-19198.4,4556.5
12,1.49369e+10,3.64331e+11,5.974e+24,-19059.3,777.123
13,2.50092e+10,3.3568e+11,5.974e+24,-19800.3,1473.15
14,1.1612e+11,3.03616e+11,5.974e+24,-18879,7210.05
15,1.02556e+11,2.92593e+11,5.974e+24,-19524,6845.07
16,8.76544e+10,3.08675e+11,5.974e+24,-19560.1,5549.07
17,8.50839e+10,2.76885e+11,5.974e+24,-20459.3,6288.2
18,6.45086e+10,2.58102e+11,5.974e+24,-21667.4,5416.57
19,2.19001e+11,3.53424e+11,5.974e+24,-15185.3,9405.9
20,1.56412e+11,3.38611e+11,5.974e+24,-17124.5,7905.17
21,1.44407e+11,2.85345e+11,5.974e+24,-18178.7,9197.1
22,1.68388e+11,2.52544e+11,5.974e+24,-17399,11598.6
23,1.56208e+11,1.81192e+11,5.974e+24,-17843.1,15378.2
24,1.18441e+11,1.68395e+11,5.974e+24,-20776,14607.4
25,1.21065e+11,1.42864e+11,5.974e+24,-20314.8,17222.6
26,2.22574e+11,1.82197e+11,5.974e+24,-13606.4,16620.2
27,2.00307e+11,1.46291e+11,5.974e+24,-13645.4,18679.8
28,9.46952e+10,2.11918e+11,5.974e+24,-21834.7,9754.96
29,1.18538e+10,2.22352e+11,5.974e+24,-24387.3,1287.27
30,4.61898e+09,2.11913e+11,5.974e+24,-25015.4,556.124
31,3.07893e+10,1.76286e+11,5.974e+24,-26842.1,4684.98
32,7.36186e+09,1.82993e+11,5.974e+24,-26905.6,1086.44
33,2.2822e+10,1.65505e+11,5.974e+24,-27931.4,3875.87
34,9.91828e+10,1.60876e+11,5.974e+24,-22560.2,13918.7
35,7.49472e+10,1.67909e+11,5.974e+24,-24538,10956.6
36,5.83372e+10,1.38522e+11,5.974e+24,-27398.1,11565.1
37,2.87871e+10,1.08221e+11,5.974e+24,-33303.8,8962.63
38,2.26833e+10,8.67927e+10,5.974e+24,-37225.8,10036.3
39,3.3618e+10,9.38907e+10,5.974e+24,-34367.1,12489.7
40,5.47941e+10,7.27926e+10,5.974e+24,-30408.9,23213.9
41,4.89883e+10,6.72676e+10,5.974e+24,-32129.2,23879.1
42,2.39438e+10,2.83845e+10,5.974e+24,-45727.9,39168.7
43,-2.14111e+09,3.167e+10,5.974e+24,-64800.3,-1103.43
44,-1.40987e+09,2.77512e+10,5.974e+24,-68164.3,-2815.89
45,9.2975e+09,2.04861e+10,5.974e+24,-68299,37391.3
46,1.5583e+10,1.49696e+10,5.974e+24,-51502.4,56587.7
47,4.72682e+10,2.40175e+10,5.974e+24,-21822.6,44690.2
48,5.20938e+10,1.36655e+10,5.974e+24,-11722.3,47964.2
49,1.07799e+11,5.00238e+10,5.974e+24,-14014.7,30389.4
50,1.1567e+11,4.01544e+10,5.974e+24,-10747.3,31176
51,6.07557e+10,1.48749e+10,5.974e+24,-10137.5,44879.5
52,6.54324e+10,1.08814e+10,5.974e+24,-6609.21,44251.8
53,2.13699e+11,1.01193e+11,5.974e+24,-10145.4,21408.5
54,1.96466e+11,7.50909e+10,5.974e+24,-8968.43,23475.1
55,2.12564e+11,7.83596e+10,5.974e+24,-8381.41,22710.6
56,1.27542e+11,1.17741e+11,5.974e+24,-18755,20333.9
57,1.37127e+11,1.13147e+11,5.974e+24,-17391.2,21089.2
58,1.6943e+11,8.92548e+10,5.974e+24,-12266.1,23298.5
59,1.78485e+11,9.09351e+10,5.974e+24,-11684.5,22935.6
60,1.77498e+11,6.84769e+10,5.974e+24,-9498.59,24659.6
61,1.6642e+11,4.05504e+10,5.974e+24,-6572.14,27063.5
62,2.25742e+11,4.12745e+10,5.974e+24,-4320.9,23664.2
63,1.81602e+11,3.64916e+10,5.974e+24,-5275.2,26257
64,3.8516e+11,2.39582e+11,5.974e+24,-9048.11,14522
65,3.71638e+11,2.40427e+11,5.974e+24,-9399.31,14535.8
66,4.37598e+11,1.45396e+11,5.974e+24,-5350.22,16097.1
67,4.74606e+11,1.50466e+11,5.974e+24,-4937.17,15560.1
68,3.25784e+11,2.5271e+11,5.974e+24,-10992.3,14175.1
69,3.09922e+11,2.30025e+11,5.974e+24,-11051,14889.5
70,2.48048e+11,1.92944e+11,5.974e+24,-12620.1,16217.3
71,2.98976e+11,1.90799e+11,5.974e+24,-10407.4,16304.2
72,3.30665e+11,1.66127e+11,5.974e+24,-8504.49,16920.7
73,3.25662e+11,9.76197e+10,5.974e+24,-5675.99,18923.5
74,3.62012e+11,8.29358e+10,5.974e+24,-4225.22,18423.9
75,2.89849e+11,1.07559e+11,5.974e+24,-7209.8,19422.5
76,2.47983e+11,5.05418e+10,5.974e+24,-4581.34,22427.2
77,2.47788e+11,3.80566e+10,5.974e+24,-3491.2,22754.7
