id,x,y,mass,velocity_x,velocity_y
0,2.57124e+11,4.1482e+11,5.974e+24,-14013.9,8685.87
1,3.13871e+11,3.20451e+11,5.974e+24,-12286.7,12033.1
2,2.72883e+11,3.13753e+11,5.974e+24,-13477.8,11721.5
3,3.13869e+11,2.86565e+11,5.974e+24,-11913.2,13046.8
4,3.14312e+11,2.66369e+11,5.974e+24,-11602.1,13690.1
5,1.35545e+11,4.37483e+11,5.974e+24,-16257.6,5036.3
6,8.65869e+10,4.83323e+11,5.974e+24,-16179.9,2897.99
7,4.43758e+10,4.36945e+11,5.974e+24,-17291.2,1755.45
8,2.07503e+10,3.88973e+11,5.974e+24,-18428.7,982.574
9,9.30576e+10,4.07771e+11,5.974e+24,-17363.5,3961.91
10,1.2366e+11,3.93257e+11,5.974e+24,-17113.7,5380.91
11,8.5668e+10,3.54488e+11,5.974e+24,-18539.5,4479.66
12,9.80508e+10,3.22076e+11,5.974e+24,-18990.8,5780.92
13,2.23314e+10,3.13896e+11,5.974e+24,-20480.3,1456.31
14,4.74441e+10,3.16042e+11,5.974e+24,-20149.5,3024.02
15,3.13789e+10,2.82395e+11,5.974e+24,-21476.3,2386.16
16,7.60968e+10,2.63202e+11,5.974e+24,-21141.3,6111.56
17,6.14846e+10,2.62881e+11,5.974e+24,-21584.4,5048.25
18,1.48388e+11,3.06815e+11,5.974e+24,-17761.9,8589.25
19,1.83147e+11,2.68659e+11,5.974e+24,-16692.2,11376.6
20,1.57873e+11,2.79438e+11,5.974e+24,-17701.5,9999.88
21,1.71837e+11,2.58145e+11,5.974e+24,-17218.1,11461.6
22,2.17457e+11,3.0311e+11,5.974e+24,-15323.4,10992.3
23,2.07854e+11,2.43136e+11,5.974e+24,-15480.9,13233.6
24,2.27359e+11,2.01209e+11,5.974e+24,-13854.3,15654.2
25,1.57607e+11,2.43118e+11,5.974e+24,-17955.8,11640.4
26,1.41281e+11,2.25529e+11,5.974e+24,-18921.7,11853.5
27,1.67626e+11,1.60731e+11,5.974e+24,-16543.5,17252
28,9.9764e+10,1.99247e+11,5.974e+24,-21820.6,10922.2
29,9.49656e+10,1.89625e+11,5.974e+24,-22364,11202.3
30,2.64007e+10,2.06958e+11,5.974e+24,-25015.6,3190.64
31,5.87644e+10,1.53693e+11,5.974e+24,-26525.9,10141.6
32,1.02157e+11,1.52222e+11,5.974e+24,-22339.6,14991.5
33,1.2123e+11,1.31922e+11,5.974e+24,-20039.6,18412.5
34,1.16353e+11,1.20148e+11,5.974e+24,-20234.2,19596.9
35,6.7675e+10,1.04356e+11,5.974e+24,-27409.9,17776.9
36,8.74045e+10,8.55334e+10,5.974e+24,-23044.8,23547.9
37,6.43056e+10,9.61139e+10,5.974e+24,-28161,18843.9
38,8.30527e+10,7.64587e+10,5.974e+24,-23225.8,25237.4
39,4.02386e+10,1.24939e+11,5.974e+24,-30269.6,9748.24
40,2.96236e+10,1.13907e+11,5.974e+24,-32503.5,8456.26
41,1.67997e+10,7.37601e+10,5.974e+24,-40883.2,9339.88
42,3.91308e+10,8.72588e+10,5.974e+24,-34006,15259
43,3.78041e+10,4.5326e+10,5.974e+24,-36453.7,30525.8
44,1.10834e+10,3.5298e+10,5.974e+24,-57398.2,18920.3
45,-5.88581e+08,2.82248e+10,5.974e+24,-69499.1,1290.83
46,1.98183e+09,2.41694e+10,5.974e+24,-74128,10994.8
47,3.88128e+09,2.23508e+10,5.974e+24,-74822.8,19208.7
48,2.98557e+10,8.5475e+09,5.974e+24,-16426.9,64114.8
49,3.72211e+10,1.73421e+10,5.974e+24,-23697.7,52121.6
50,7.69161e+10,1.33057e+10,5.974e+24,-7014.65,40675.4
51,9.67233e+10,2.54226e+10,5.974e+24,-9258.33,35247.6
52,1.10916e+11,1.77613e+10,5.974e+24,-5435.26,33949.8
53,2.11157e+11,1.12698e+11,5.974e+24,-11086.7,20770.4
54,2.38401e+11,6.88657e+10,5.974e+24,-6417.82,22214.5
55,1.51552e+11,1.04447e+11,5.974e+24,-15236.6,22107.6
56,1.81249e+11,9.79823e+10,5.974e+24,-12069.6,22322.8
57,1.6665e+11,8.94811e+10,5.974e+24,-12529.4,23335.3
58,1.77017e+11,6.16155e+10,5.974e+24,-8747.24,25128.4
59,1.36755e+11,6.29404e+10,5.974e+24,-12413.2,26972
60,1.7186e+11,2.56992e+10,5.974e+24,-4086.82,27330
61,1.76813e+11,2.02266e+10,5.974e+24,-3103.32,27128.7
62,2.36049e+11,1.57682e+10,5.974e+24,-1579.69,23628.5
63,3.76886e+11,2.02915e+11,5.974e+24,-8347.48,15500.4
64,4.15137e+11,1.82931e+11,5.974e+24,-6898.64,15649
65,4.02803e+11,1.83547e+11,5.974e+24,-7177.59,15753.7
66,3.53176e+11,2.274e+11,5.974e+24,-9621.34,14941.6
67,3.62529e+11,1.96456e+11,5.974e+24,-8545.6,15770.8
68,3.07383e+11,2.19667e+11,5.974e+24,-10895.6,15245.9
