id,x,y,mass,velocity_x,velocity_y
0,2.67554e+11,4.08177e+11,5.974e+24,-13789,9038.44
1,3.22959e+11,3.11299e+11,5.974e+24,-11935,12382
2,2.82852e+11,3.04805e+11,5.974e+24,-13092.9,12149.9
3,3.22654e+11,2.76647e+11,5.974e+24,-11500,13412.4
4,3.2285e+11,2.55966e+11,5.974e+24,-11148.2,14061.2
5,1.47686e+11,4.33542e+11,5.974e+24,-16110.3,5487.95
6,1.36429e+11,3.89019e+11,5.974e+24,-16928.3,5936.75
7,9.86941e+10,4.81002e+11,5.974e+24,-16101.8,3303.82
8,5.73234e+10,4.35443e+11,5.974e+24,-17231.3,2268.38
9,3.45564e+10,3.87999e+11,5.974e+24,-18381.9,1637.13
10,1.06032e+11,4.04598e+11,5.974e+24,-17227.9,4514.86
11,9.95054e+10,3.50865e+11,5.974e+24,-18349,5203.76
12,6.24979e+10,3.13425e+11,5.974e+24,-19980.8,3984.21
13,1.12197e+11,3.17437e+11,5.974e+24,-18715.9,6615
14,3.76599e+10,3.1244e+11,5.974e+24,-20384.4,2457.01
15,4.74282e+10,2.80162e+11,5.974e+24,-21304.6,3606.61
16,9.18092e+10,2.58159e+11,5.974e+24,-20732.3,7373.01
17,7.75505e+10,2.58616e+11,5.974e+24,-21232.8,6367.01
18,1.6157e+11,3.00095e+11,5.974e+24,-17371.7,9352.79
19,1.70973e+11,2.71636e+11,5.974e+24,-17206.2,10829.8
20,1.84538e+11,2.4924e+11,5.974e+24,-16622.7,12307.5
21,2.28796e+11,2.94657e+11,5.974e+24,-14894.9,11565.6
22,1.95469e+11,2.59847e+11,5.974e+24,-16141.9,12142.6
23,2.19231e+11,2.32947e+11,5.974e+24,-14830.2,13957
24,2.37452e+11,1.89214e+11,5.974e+24,-13026.8,16347.8
25,1.70834e+11,2.34031e+11,5.974e+24,-17283,12616
26,1.55193e+11,2.16214e+11,5.974e+24,-18137.9,13018.9
27,1.79538e+11,1.47342e+11,5.974e+24,-15161.9,18474.9
28,1.15786e+11,1.90414e+11,5.974e+24,-20847.4,12676.6
29,4.5032e+10,2.03747e+11,5.974e+24,-24620.7,5441.65
30,1.11358e+11,1.80518e+11,5.974e+24,-21285.5,13130.7
31,7.81284e+10,1.44865e+11,5.974e+24,-24988.5,13476.7
32,1.18281e+11,1.4011e+11,5.974e+24,-20553.8,17351.4
33,6.21765e+10,1.15681e+11,5.974e+24,-27995.8,15047.1
34,8.68361e+10,8.91599e+10,5.974e+24,-23389.2,22779.6
35,6.26748e+10,7.24069e+10,5.974e+24,-28142.4,24359.9
36,8.37643e+10,7.98626e+10,5.974e+24,-23363.3,24504.7
37,5.31641e+10,1.05104e+11,5.974e+24,-29948.2,15148.5
38,9.2332e+08,7.72219e+10,5.974e+24,-41446.1,495.622
39,4.52168e+10,6.09093e+10,5.974e+24,-33579.8,24928.5
40,2.29177e+10,2.68736e+10,5.974e+24,-46652.2,39791.3
41,1.39449e+09,3.28366e+10,5.974e+24,-63513.3,2704.35
42,1.71142e+10,1.05927e+10,5.974e+24,-42765.3,69249.4
43,5.71273e+10,1.60972e+10,5.974e+24,-12823.7,45510.9
44,1.02853e+11,6.63112e+10,5.974e+24,-17841.3,27673
45,9.82504e+10,5.5787e+10,5.974e+24,-16919.8,29798.7
46,2.18909e+11,9.68381e+10,5.974e+24,-9523.99,21529.6
47,1.89541e+11,8.086e+10,5.974e+24,-9956.34,23338.2
48,1.35467e+11,1.17316e+11,5.974e+24,-17812.1,20567.9
49,1.30592e+11,1.04565e+11,5.974e+24,-17601,21982.1
50,1.62081e+11,8.7295e+10,5.974e+24,-12729.5,23634.9
51,1.75142e+11,7.15354e+10,5.974e+24,-10013,24515
52,1.82596e+11,4.24675e+10,5.974e+24,-6026.2,25910.6
53,1.44588e+11,4.21209e+10,5.974e+24,-8301.37,28496
54,2.42648e+11,5.20558e+10,5.974e+24,-4849.89,22606.6
55,3.82972e+11,1.91198e+11,5.974e+24,-7863.74,15751.1
56,4.20149e+11,1.71125e+11,5.974e+24,-6450.64,15837.5
57,4.08018e+11,1.71657e+11,5.974e+24,-6713.36,15957.3
58,3.15347e+11,2.08089e+11,5.974e+24,-10320.7,15640.4
59,3.60219e+11,2.16084e+11,5.974e+24,-9141.93,15239.8
60,3.68751e+11,1.84529e+11,5.974e+24,-8027,16040.7
61,3.52091e+11,1.58221e+11,5.974e+24,-7598.9,16909.9
62,3.3643e+11,1.12479e+11,5.974e+24,-6131.94,18340.9
63,3.59912e+11,8.62958e+10,5.974e+24,-4414.39,18410.9
64,2.93417e+11,1.12765e+11,5.974e+24,-7369.84,19176.4
65,2.70282e+11,9.86728e+10,5.974e+24,-7363.78,20170.6
66,3.08797e+11,1.66482e+10,5.974e+24,-1115.06,20682.3
67,3.399e+11,1.01308e+10,5.974e+24,-588.467,19743.1
68,4.55612e+11,7.13133e+10,5.974e+24,-2622.87,16757.1
69,4.91607e+11,7.90722e+10,5.974e+24,-2592.16,16115.8
70,-1.11188e+11,3.70718e+11,5.974e+24,-17733.8,-5318.84
71,-3.76274e+10,3.86094e+11,5.974e+24,-18405.8,-1793.79
72,-1.77946e+11,4.43023e+11,5.974e+24,-15468.6,-6213.16
73,-2.14489e+11,4.07177e+11,5.974e+24,-15021.8,-7913.05
74,-2.42588e+11,3.98519e+11,5.974e+24,-14404.1,-8768.14
75,-1.78547e+11,3.1668e+11,5.974e+24,-16640.4,-9382
76,-1.89882e+11,3.46686e+11,5.974e+24,-16067.9,-8800.51
77,-2.31583e+11,3.39329e+11,5.974e+24,-14842.9,-10129.9
78,-2.20669e+11,3.26461e+11,5.974e+24,-15201.7,-10275.5
79,-1.30891e+11,2.86398e+11,5.974e+24,-18668.6,-8532
80,-5.26153e+10,3.3445e+11,5.974e+24,-19554.7,-3076.34
81,-3.03768e+11,3.89891e+11,5.974e+24,-12923.9,-10069.2
82,-3.13128e+11,3.73116e+11,5.974e+24,-12641.5,-10609.1
83,-2.82898e+11,3.99696e+11,5.974e+24,-13435,-9509.14
84,-2.73071e+11,3.76154e+11,5.974e+24,-13671.5,-9924.89
85,-3.07131e+11,3.33101e+11,5.974e+24,-12580.2,-11599.4
86,-2.6154e+11,1.56379e+11,5.974e+24,-10707.7,-17908.4
87,-3.88861e+11,2.24997e+11,5.974e+24,-8606.11,-14873.9
