id,x,y,mass,velocity_x,velocity_y
0,2.6815e+11,3.59532e+11,5.974e+24,-13789.4,10277.8
1,2.68976e+11,3.2901e+11,5.974e+24,-13681.9,11177.8
2,2.70188e+11,3.10991e+11,5.974e+24,-13549.3,11772
3,2.64785e+11,2.69433e+11,5.974e+24,-13367.5,13135.1
4,3.15729e+11,2.76991e+11,5.974e+24,-11723,13355.7
5,3.43831e+11,2.54858e+11,5.974e+24,-10493.1,14139.7
6,2.0638e+11,4.42228e+11,5.974e+24,-14942.5,6970.26
7,7.76485e+10,4.51333e+11,5.974e+24,-16775.9,2882.3
8,2.94885e+10,4.901e+11,5.974e+24,-16408.7,983.851
9,3.14722e+10,4.17028e+11,5.974e+24,-17760.1,1336.75
10,6.25481e+10,4.07429e+11,5.974e+24,-17735.5,2720.35
11,8.35877e+10,3.30341e+11,5.974e+24,-19130.1,4834.29
12,1.97004e+10,3.64108e+11,5.974e+24,-19047.3,1026.54
13,2.99567e+10,3.35279e+11,5.974e+24,-19776.2,1764.99
14,5.34709e+07,2.73899e+11,5.974e+24,-22019,3.17854
15,9.25343e+10,3.07253e+11,5.974e+24,-19469.5,5858.47
16,1.07424e+11,2.90845e+11,5.974e+24,-19406.8,7169.54
17,6.99123e+10,2.56697e+11,5.974e+24,-21548.6,5869.9
18,9.01854e+10,2.7527e+11,5.974e+24,-20339.4,6664.84
19,2.22786e+11,3.51054e+11,5.974e+24,-15083.3,9568.58
20,1.60682e+11,3.36611e+11,5.974e+24,-17022.9,8121.12
21,1.20827e+11,3.0178e+11,5.974e+24,-18763.9,7502.66
22,1.48935e+11,2.83013e+11,5.974e+24,-18029.6,9485.27
23,1.72715e+11,2.49611e+11,5.974e+24,-17196.3,11896.3
24,1.60626e+11,1.77298e+11,5.974e+24,-17458.6,15812.2
25,1.23583e+11,1.64672e+11,5.974e+24,-20314.8,15240
26,1.26074e+11,1.38479e+11,5.974e+24,-19689.3,17932.2
27,2.25941e+11,1.78014e+11,5.974e+24,-13293.5,16871
28,2.03669e+11,1.41585e+11,5.974e+24,-13205.8,18992.3
29,1.00125e+11,2.09416e+11,5.974e+24,-21575.5,10313.6
30,1.79458e+10,2.21955e+11,5.974e+24,-24341.3,1955.38
31,1.08702e+10,2.11691e+11,5.974e+24,-24987.8,1293.6
32,3.74782e+10,1.75e+11,5.974e+24,-26642.1,5701.74
33,2.97845e+10,1.64404e+11,5.974e+24,-27742.1,5048.41
34,1.40823e+10,1.8261e+11,5.974e+24,-26846.1,2073.65
35,8.10353e+10,1.65069e+11,5.974e+24,-24120.3,11844.4
36,6.51199e+10,1.35479e+11,5.974e+24,-26791.7,12902
37,1.04767e+11,1.57308e+11,5.974e+24,-22057.8,14699.7
38,3.70285e+10,1.05695e+11,5.974e+24,-32516.5,11487.5
39,3.2632e+09,9.95944e+10,5.974e+24,-36546.6,1344.6
40,3.94932e+09,8.88163e+10,5.974e+24,-38687,1992.5
41,3.1855e+10,8.38401e+10,5.974e+24,-35950.5,13954.1
42,4.20714e+10,9.04195e+10,5.974e+24,-33085.8,15568
43,5.66845e+10,6.08766e+10,5.974e+24,-29059.8,27555.5
44,8.22239e+09,4.10998e+10,5.974e+24,-54940.5,11076.7
45,1.36102e+10,2.82602e+10,5.974e+24,-57712.6,31124.3
46,1.48163e+10,2.37747e+10,5.974e+24,-56448.5,37361.9
47,3.33615e+10,1.68182e+10,5.974e+24,-26805,53504.7
48,5.14939e+10,1.23478e+10,5.974e+24,-10714.6,48633
49,1.11061e+11,4.23214e+10,5.974e+24,-11848.6,31295
50,6.21124e+10,6.66407e+10,5.974e+24,-27826.2,26261.3
51,1.1812e+11,3.22847e+10,5.974e+24,-8631.89,31822.9
52,1.81323e+11,8.516e+10,5.974e+24,-10941.6,23298.1
53,1.98629e+11,6.91929e+10,5.974e+24,-8263.63,23731.2
54,2.16175e+11,9.58132e+10,5.974e+24,-9605.4,21655.4
55,2.14591e+11,7.26574e+10,5.974e+24,-7771.22,22925.2
